Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Ticket_number
1,2,402,1,25.0,0,0,8.1125,2,65306
1,0,216,1,4.0,0,2,81.8583,2,33638
1,1,529,0,13.0,0,1,19.5,2,250644
1,0,735,1,34.0,0,0,26.55,2,113794
1,2,55,0,5.0,2,1,19.2583,0,2666
1,0,661,1,52.0,0,0,30.5,2,113786
0,1,854,1,36.0,1,2,27.75,2,34651
0,2,316,1,25.0,1,0,19.9667,2,65303
0,0,257,1,30.0,0,0,27.75,0,113051
1,0,290,1,49.0,1,0,89.1042,0,17453
0,2,644,1,25.0,0,0,8.05,2,2817
1,2,392,1,29.0,0,0,7.8958,0,349240
0,0,537,1,65.0,0,0,26.55,2,13509
1,0,436,0,35.0,1,0,51.8625,2,17464
1,1,815,0,50.0,0,0,10.5,2,13531
0,2,603,1,25.0,0,0,7.75,1,371060
1,0,21,1,48.0,0,0,26.55,2,19952
0,2,557,1,34.0,0,0,8.05,2,364506
0,0,280,1,47.0,0,0,38.5,2,111320
0,1,538,1,48.0,0,0,13.0,2,234360
0,2,502,1,25.0,0,0,8.05,2,2816
0,2,296,1,38.0,0,0,7.05,2,3101306
0,1,132,1,30.0,0,0,0.0,2,239853
0,0,766,1,56.0,0,0,26.55,2,113792
0,2,731,1,25.0,0,0,7.725,1,36209
1,2,54,0,0.75,2,1,19.2583,0,2666
0,2,430,1,25.0,0,0,7.25,2,323592
0,2,124,1,38.0,0,0,8.6625,2,315089
1,1,855,0,33.0,1,2,27.75,2,34651
1,1,401,0,23.0,0,0,13.7917,0,541
0,2,787,0,22.0,0,0,9.8375,2,7553
0,0,164,1,40.0,0,0,52.0,2,110465
0,1,676,1,34.0,1,0,21.0,2,31027
0,2,107,1,29.0,1,0,7.0458,2,3460
0,2,425,1,22.0,0,0,7.5208,2,350060
1,2,365,0,2.0,0,1,12.2875,2,3101298
0,2,297,1,9.0,5,2,46.9,2,2144
0,1,268,1,30.0,0,0,0.0,2,239854
0,2,706,1,50.0,0,0,8.05,2,3594
1,2,825,0,63.0,0,0,9.5875,2,4134
1,0,89,1,25.0,1,0,91.0792,0,11967
0,2,466,0,21.5,3,1,25.4667,2,4133
1,0,381,0,35.0,1,0,90.0,2,19943
0,0,435,1,58.0,0,0,29.7,0,11771
0,2,774,1,30.0,0,0,8.05,2,18509
1,2,182,1,9.0,1,1,15.9,2,37671
0,2,317,1,25.0,1,0,19.9667,2,65304
0,2,871,1,21.0,0,0,7.25,2,3101317
0,0,547,1,55.0,0,0,30.5,2,113787
0,0,39,1,71.0,0,0,49.5042,0,17609
0,2,781,1,21.0,0,0,8.05,2,45380
0,2,880,1,25.0,0,0,14.4583,0,2627
1,0,242,0,54.0,1,0,78.2667,0,36947
0,2,738,1,25.0,0,0,15.1,2,6212
0,0,18,0,25.0,1,2,151.55,2,113781
0,2,796,1,24.0,0,0,7.7958,2,350035
0,2,130,1,17.0,0,0,8.6625,2,315086
0,2,133,0,21.0,0,0,7.75,1,364846
0,2,607,0,21.5,0,0,7.6292,1,330909
0,2,450,0,37.0,0,0,9.5875,2,4135
1,0,501,0,16.0,0,0,86.5,2,110152
0,0,646,1,18.0,1,0,108.9,0,17758
1,1,670,0,33.0,0,2,26.0,2,26360
1,0,106,1,40.0,0,0,26.55,2,111427
0,2,610,1,28.0,0,0,22.525,2,4001
1,2,455,1,26.0,0,0,56.4958,2,1601
1,2,195,1,29.0,0,0,7.75,1,382651
0,2,849,1,25.0,0,0,8.05,2,3101316
1,0,521,1,36.0,0,0,26.2875,2,17473
1,0,705,0,54.0,1,0,59.4,0,17603
0,2,168,1,24.0,0,0,7.4958,2,349209
0,0,843,1,47.0,0,0,34.0208,2,36967
1,1,472,0,34.0,0,0,10.5,2,34260
0,2,709,1,25.0,0,0,24.15,1,371110
1,1,35,0,36.0,1,0,26.0,2,226875
0,2,641,1,32.0,0,0,7.8958,2,349242
1,0,651,0,30.0,0,0,93.5,2,12749
0,2,841,1,22.0,0,0,7.8958,2,349252
0,2,448,1,25.0,0,0,7.225,0,2624
1,0,364,0,44.0,0,1,57.9792,0,111361
0,2,427,1,25.0,0,0,7.2292,0,2700
0,2,244,1,40.5,0,0,7.75,1,367232
1,1,689,0,50.0,0,0,10.5,2,14258
0,0,245,1,40.0,0,0,221.7792,2,17483
0,2,725,1,39.0,0,0,7.925,2,3101296
0,1,366,1,23.0,2,1,11.5,2,29104
1,1,669,0,2.0,1,1,26.0,2,26360
0,2,818,1,25.0,0,0,7.2292,0,2641
0,2,236,1,17.0,1,1,7.2292,0,2690
1,2,654,0,21.5,0,2,22.3583,0,2668
0,2,123,0,30.0,0,0,8.6625,2,315084
1,1,341,0,7.0,0,2,26.25,2,13529
0,0,120,1,45.0,0,0,26.55,2,113050
1,0,461,0,30.0,0,0,106.425,0,17761
0,2,692,1,25.0,0,0,14.5,2,364498
1,0,266,0,22.0,0,2,49.5,0,13568
1,0,188,0,36.0,0,2,71.0,2,5735
0,2,26,0,9.0,4,2,31.275,2,347082
0,2,27,0,11.0,4,2,31.275,2,347082
1,1,73,1,32.0,1,0,26.0,2,2908
0,0,222,1,50.0,1,0,106.425,0,17761
0,0,587,1,64.0,0,0,26.0,2,693
1,1,74,0,19.0,1,0,26.0,2,2908
1,1,622,1,30.0,0,0,13.8625,0,2146
0,2,294,1,33.0,1,1,20.525,2,363291
1,1,203,1,8.0,1,1,36.75,2,33112
1,0,804,1,17.0,0,2,110.8833,0,17421
0,1,736,1,27.0,0,0,26.0,2,244358
0,2,600,1,25.0,0,0,7.8292,1,330979
1,2,463,1,22.0,0,0,7.225,0,2620
1,2,609,0,22.0,0,0,7.775,2,347085
0,0,874,1,62.0,0,0,26.55,2,113807
1,0,228,0,48.0,1,0,39.6,0,11755
0,0,693,1,40.0,0,0,227.525,0,17757
1,0,800,0,39.0,1,1,79.65,2,110413
1,2,885,0,36.0,1,0,17.4,2,345572
0,2,558,1,25.0,0,0,7.75,1,372622
0,2,751,1,40.0,0,0,7.8958,2,349251
0,1,593,1,28.0,0,0,13.5,2,218629
0,2,746,1,25.0,0,0,8.05,2,392082
0,2,527,0,21.5,0,0,8.05,2,392087
0,2,204,1,24.0,2,0,24.15,2,48871
0,2,786,1,19.0,0,0,7.8958,2,349205
0,2,627,0,29.0,0,4,21.075,2,349909
0,2,217,1,25.0,0,0,7.2292,0,2686
1,2,416,1,32.0,0,0,7.8542,2,350417
1,1,336,1,62.0,0,0,10.5,2,752
1,0,36,0,53.0,2,0,51.4792,2,11769
1,0,251,1,36.0,0,0,26.3875,2,17474
1,2,432,0,21.5,0,0,7.75,1,14312
0,2,708,1,16.0,0,0,8.05,2,20589
0,2,639,1,19.0,0,0,14.5,2,358585
1,1,277,0,34.0,0,0,13.0,2,243880
1,0,745,0,39.0,1,0,55.9,2,13507
0,2,135,0,21.5,1,0,14.4583,0,2689
1,2,419,1,32.0,0,0,7.925,2,3101286
1,1,160,0,25.0,1,1,30.0,2,237789
1,0,805,0,39.0,1,1,110.8833,0,17421
0,1,224,1,54.0,0,0,26.0,2,28403
0,0,703,1,36.0,0,0,40.125,0,13049
0,2,640,1,25.0,0,0,8.7125,0,3411
1,0,798,0,18.0,0,2,79.65,2,110413
0,1,395,1,47.0,0,0,15.0,2,237565
1,0,267,1,60.0,1,1,79.2,0,13567
0,2,284,1,22.0,0,0,8.05,2,14973
0,2,566,1,25.0,0,0,8.05,2,3235
0,2,691,1,35.0,0,0,7.125,2,3101273
1,0,783,0,52.0,1,0,78.2667,0,36947
0,2,238,1,47.0,0,0,7.25,2,3902
0,2,100,0,21.5,0,2,7.75,1,364848
0,1,154,1,37.0,1,0,26.0,2,29037
0,2,830,1,36.0,1,1,24.15,2,345773
1,1,470,0,28.0,0,0,33.0,2,248727
0,2,409,1,49.0,0,0,0.0,2,1601
0,2,98,1,25.0,0,0,7.225,0,2664
1,0,229,1,49.0,1,0,56.9292,0,17485
1,1,391,0,24.0,2,1,27.0,2,243847
0,2,761,1,25.0,0,0,7.8958,2,349214
0,0,335,1,40.0,0,0,42.4,2,113796
0,2,816,1,44.0,0,0,8.05,2,364511
1,0,374,1,35.0,0,0,26.55,0,111426
0,2,483,1,36.0,1,0,15.55,2,349910
0,2,424,1,30.0,0,0,7.8958,2,349246
1,0,199,1,27.0,0,0,30.5,2,113804
1,1,458,0,22.0,1,2,41.5792,0,2123
1,0,741,0,40.0,0,0,153.4625,2,17582
0,2,30,0,39.0,1,5,31.275,2,347082
0,2,394,1,25.0,0,0,7.05,2,3101305
1,2,568,0,21.5,1,0,15.5,1,367230
0,2,377,1,25.0,0,0,7.75,1,370377
0,2,110,1,35.0,0,0,8.05,2,364512
1,1,357,0,24.0,1,2,65.0,2,220845
0,2,197,1,34.0,1,1,14.4,2,347080
0,2,488,0,26.0,1,0,16.1,2,3336
1,1,77,0,4.0,2,1,39.0,2,230136
0,1,279,1,26.0,0,0,10.5,2,31028
0,2,875,1,27.0,1,0,14.4542,0,2659
1,0,439,1,42.0,1,0,52.5542,2,11753
1,2,573,1,20.0,1,1,15.7417,0,2653
0,2,327,1,21.0,0,0,7.8542,2,350029
0,2,103,1,21.0,0,0,16.1,2,54636
0,0,794,1,61.0,0,0,32.3208,2,36963
0,1,442,1,57.0,0,0,12.35,1,219533
1,0,490,0,21.0,0,0,77.9583,2,13502
0,2,96,1,26.0,0,0,7.8958,2,349224
0,2,602,1,25.0,0,0,7.7333,1,334912
1,0,66,1,80.0,0,0,30.0,2,27042
0,2,494,1,51.0,0,0,7.0542,2,347743
1,0,777,1,32.0,0,0,30.5,0,13214
0,0,635,1,40.0,0,0,0.0,2,112052
0,2,757,0,9.0,3,2,27.9,2,347088
1,1,206,0,28.0,0,0,13.0,2,237668
0,2,469,1,32.0,0,0,7.925,2,3101292
0,1,173,1,31.0,1,1,26.25,2,31921
0,2,633,0,41.0,0,5,39.6875,2,3101295
0,2,809,1,25.0,1,0,16.1,2,376564
0,2,397,1,20.0,0,0,7.8542,2,350050
1,0,723,0,24.0,0,0,69.3,0,17477
0,2,758,0,2.0,3,2,27.9,2,347088
1,2,252,1,25.0,0,0,56.4958,2,1601
1,2,53,0,0.75,2,1,19.2583,0,2666
1,0,332,1,48.0,1,0,76.7292,0,17572
0,2,180,1,19.0,0,0,7.8958,2,349231
1,0,747,1,56.0,0,0,35.5,0,13213
0,2,865,1,25.0,0,0,7.55,2,751
1,2,780,0,23.0,0,0,7.55,2,2314
0,2,544,1,25.0,0,0,7.8958,2,349221
1,1,218,0,18.0,0,1,23.0,2,231919
0,2,421,1,21.0,0,0,8.4333,2,8475
1,2,606,0,21.5,0,0,7.8292,1,330919
0,2,352,0,18.0,0,0,6.75,1,365226
0,1,360,1,24.0,2,0,73.5,2,14879
0,2,671,1,25.0,0,0,7.8958,2,349223
0,2,102,0,32.0,1,1,15.5,1,364849
0,1,232,1,23.0,0,0,13.0,2,29751
0,0,584,1,58.0,0,2,113.275,0,35273
1,0,264,1,50.0,2,0,133.65,2,17611
0,2,57,1,40.0,0,0,7.225,0,2623
0,0,171,1,47.0,0,0,25.5875,2,5727
0,2,167,1,36.0,0,0,7.4958,2,349210
1,2,484,1,20.0,1,0,7.925,2,3101285
0,1,361,1,32.0,2,0,73.5,2,14879
0,1,119,1,25.0,0,0,13.0,2,234686
0,2,699,1,25.0,0,0,7.775,2,312993
0,2,179,1,43.0,0,0,8.05,2,3536
1,0,802,0,35.0,1,0,52.0,2,19996
1,1,114,0,40.0,1,1,39.0,2,29750
0,0,202,1,31.0,1,0,52.0,2,12750
0,1,543,1,70.0,0,0,10.5,2,24580
1,1,864,1,31.0,0,0,13.0,2,244270
0,1,846,1,30.0,0,0,0.0,2,239856
0,2,231,1,18.0,0,0,7.775,2,349912
0,2,730,1,24.5,0,0,8.05,2,342826
1,2,824,0,18.0,0,0,9.8417,2,4138
0,2,302,0,43.0,1,6,46.9,2,2144
1,0,137,1,36.0,0,1,512.3292,0,17755
0,2,655,0,21.5,0,0,8.1375,1,330935
1,0,345,1,27.0,0,0,76.7292,0,17572
0,2,615,1,20.0,0,0,9.225,2,6563
0,2,301,1,14.0,5,2,46.9,2,2144
0,1,112,1,60.0,1,1,39.0,2,29750
0,1,457,1,25.0,1,2,41.5792,0,2123
0,2,632,1,14.0,4,1,39.6875,2,3101295
0,2,194,1,19.0,0,0,10.1708,2,349228
0,2,247,1,18.0,0,0,7.7958,2,350036
1,0,498,0,15.0,0,1,211.3375,2,24160
1,0,213,1,31.0,1,0,57.0,2,17474
1,2,426,0,4.0,0,1,13.4167,0,349256
1,2,452,1,25.0,0,0,56.4958,2,1601
0,2,713,1,25.0,0,0,7.225,0,2672
0,0,850,1,60.0,0,0,26.55,2,113800
0,1,153,1,52.0,0,0,13.5,2,248731
0,2,433,1,44.0,0,0,8.05,2,363592
1,2,565,0,21.5,0,0,7.7333,1,35852
0,0,803,1,49.0,1,1,110.8833,0,17421
0,2,382,1,42.0,0,0,7.65,2,348121
1,0,45,0,18.0,1,0,227.525,0,17757
1,0,743,1,35.0,0,0,26.2875,2,17475
0,2,63,0,18.0,0,1,14.4542,0,2691
0,2,275,1,25.0,0,0,7.7417,1,36864
0,2,326,1,26.0,1,0,7.8542,2,350025
0,1,556,1,39.0,0,0,26.0,2,250655
1,1,434,0,45.0,0,0,13.5,2,223596
1,0,126,1,42.0,0,0,26.2875,2,17476
1,0,163,0,22.0,0,0,151.55,2,113781
1,2,561,1,25.0,1,1,15.2458,0,2661
1,0,514,0,24.0,0,0,49.5042,0,17482
0,0,443,1,40.0,0,0,26.55,2,113028
1,0,801,1,48.0,1,0,52.0,2,19996
0,2,459,1,29.0,0,0,9.4833,2,7545
0,1,307,1,52.0,0,0,13.0,2,250647
0,2,773,1,19.0,0,0,7.65,2,348124
1,0,241,0,38.0,0,0,227.525,0,17757
1,1,822,0,27.0,0,0,10.5,2,34218
0,2,520,1,25.0,0,0,15.5,1,36568
0,2,410,1,33.0,0,0,7.775,2,347062
1,1,331,0,6.0,0,1,33.0,2,248727
0,2,399,1,17.0,1,0,7.0542,2,350048
0,1,286,1,34.0,0,0,13.0,2,12233
0,1,368,1,50.0,0,0,13.0,2,250643
1,0,151,1,27.0,1,0,53.1,2,113806
0,2,617,1,20.0,0,0,8.6625,2,315094
1,1,677,0,30.0,3,0,21.0,2,31027
1,2,507,0,21.5,0,0,7.7375,1,36866
0,1,115,1,25.0,1,0,26.0,2,236853
0,2,387,0,25.0,1,0,7.925,2,3101271
1,0,14,0,29.0,0,0,211.3375,2,24160
0,2,346,1,11.0,0,0,18.7875,0,2699
0,1,445,1,30.0,0,0,0.0,2,239855
0,1,84,1,23.0,0,0,13.0,2,28425
0,1,820,1,23.0,0,0,13.0,2,233639
0,2,869,1,28.5,0,0,16.1,2,54636
0,2,256,0,48.0,1,3,34.375,2,6608
1,0,476,1,35.0,0,0,512.3292,0,17755
0,2,389,1,25.0,0,0,7.8958,2,349201
0,2,574,1,25.0,0,0,7.8958,2,349218
1,0,347,1,40.0,0,0,30.0,2,16988
0,0,148,1,36.0,1,0,78.85,2,19877
1,0,711,0,21.0,2,2,262.375,0,17608
0,2,526,1,24.0,1,0,16.1,2,376566
1,2,788,1,31.0,0,0,7.925,2,3101288
0,0,187,1,70.0,1,1,71.0,2,5735
0,2,1,1,16.0,1,1,20.25,2,2673
1,1,748,0,30.0,0,0,13.0,2,250648
0,0,511,1,19.0,1,0,53.1,2,113773
0,2,176,1,31.0,0,0,7.75,1,335097
1,1,852,0,4.0,1,1,23.0,2,29103
1,2,549,1,6.0,0,1,12.475,2,392096
0,2,833,1,33.0,0,0,9.5,2,345780
0,2,415,1,23.0,0,0,7.8958,2,349204
1,1,358,0,48.0,1,2,65.0,2,220845
1,1,321,1,0.67,1,1,14.5,2,250649
0,2,138,1,28.0,0,0,7.7958,2,350042
0,1,58,1,18.0,0,0,11.5,2,29108
0,2,806,1,34.0,0,0,8.05,2,363294
1,0,704,0,33.0,0,0,86.5,2,110152
0,2,276,1,25.0,0,0,14.5,2,358585
0,2,591,1,41.0,0,0,7.125,2,3101272
1,2,62,1,20.0,0,0,7.2292,0,2663
1,0,146,0,36.0,1,2,120.0,2,113760
0,2,233,1,16.0,0,0,7.775,2,347074
1,0,369,0,51.0,1,0,77.9583,2,13502
0,0,109,1,40.0,0,0,39.6,0,112379
0,2,506,0,30.5,0,0,7.75,1,364850
0,2,553,1,25.0,1,0,24.15,1,371110
0,2,309,1,32.0,0,0,8.3625,2,8471
0,2,480,1,24.0,0,0,9.5,2,345781
0,2,398,1,48.0,0,0,7.8542,2,350047
0,1,496,0,57.0,0,0,10.5,2,3
0,2,235,1,25.0,0,0,7.225,0,2674
1,1,367,0,54.0,1,3,23.0,2,29105
0,2,569,1,18.0,0,0,7.75,2,347078
0,2,812,1,25.0,0,0,7.75,1,383121
1,2,239,0,5.0,0,0,12.475,2,364516
0,2,438,1,25.0,0,0,7.7375,1,36865
1,0,694,0,43.0,0,1,211.3375,2,24160
1,2,50,0,13.0,0,0,7.2292,0,2687
1,0,214,0,17.0,1,0,57.0,2,17474
0,0,489,1,29.0,0,0,30.0,2,113501
0,2,414,1,25.0,1,2,23.45,2,6607
0,2,13,1,25.0,0,0,7.05,2,3101312
0,2,330,1,25.0,0,0,7.25,2,374887
1,2,753,0,18.0,0,0,7.4958,2,3101265
0,2,683,1,8.0,4,1,29.125,1,382652
1,2,208,1,1.0,1,2,20.575,2,2315
0,0,310,1,46.0,0,0,79.2,0,17593
0,2,429,1,25.0,0,0,7.75,1,12460
0,1,278,1,16.0,0,0,26.0,2,239865
0,2,719,0,21.5,8,2,69.55,2,2343
0,0,380,1,40.0,0,0,30.6958,0,17600
0,2,201,1,25.0,0,0,7.8958,2,349203
0,1,621,1,39.0,0,0,13.0,2,28213
1,0,462,0,49.0,0,0,25.9292,2,17465
1,2,619,0,31.0,0,0,8.6833,2,349244
0,2,384,1,30.0,0,0,7.2292,0,2685
0,2,831,0,30.0,1,1,24.15,2,345773
0,1,666,1,34.0,0,0,13.0,2,250647
1,1,174,0,31.0,1,1,26.25,2,31921
1,0,142,1,11.0,1,2,120.0,2,113760
1,2,807,1,0.42,0,1,8.5167,0,2625
1,2,351,1,27.0,0,0,6.975,2,347089
0,2,406,1,31.0,0,0,7.775,2,347063
0,0,34,1,39.0,0,0,0.0,2,112050
0,2,660,0,18.0,0,0,7.775,2,347087
0,1,534,1,39.0,0,0,13.0,2,248723
1,0,152,0,33.0,1,0,53.1,2,113806
0,2,10,1,26.0,0,0,7.8875,2,3474
0,2,475,1,39.0,0,0,24.15,2,48871
0,1,763,1,35.0,0,0,10.5,2,28206
0,2,23,0,6.0,4,2,31.275,2,347082
0,2,814,1,30.5,0,0,8.05,2,364499
0,0,269,1,40.0,0,0,0.0,2,112058
0,2,354,0,23.0,0,0,7.925,2,3101290
0,1,504,1,31.0,1,1,37.0042,0,2079
0,2,371,1,43.0,0,0,6.45,2,7075
0,2,756,1,10.0,3,2,27.9,2,347088
1,0,349,0,52.0,1,1,93.5,2,12749
1,2,493,1,27.0,0,0,8.6625,2,315098
0,0,678,1,38.0,0,0,0.0,2,19972
1,2,550,0,27.0,0,1,12.475,2,392096
0,2,630,1,2.0,4,1,39.6875,2,3101295
0,2,250,1,25.0,0,0,6.95,1,368323
0,2,453,1,25.0,0,0,56.4958,2,1601
1,1,503,1,1.0,0,2,37.0042,0,2079
1,2,516,1,25.0,0,0,7.75,1,367228
1,0,785,0,62.0,0,0,80.0,2,113572
1,2,876,0,15.0,1,0,14.4542,0,2659
1,1,686,1,0.83,1,1,18.75,2,29106
0,2,712,1,25.0,0,0,7.2292,0,2671
0,2,49,1,23.0,0,0,7.8542,2,347468
0,2,19,1,18.0,0,0,8.3,2,2223
1,0,175,0,39.0,1,1,83.1583,0,17756
0,2,638,1,21.0,0,0,8.6625,2,315097
0,2,750,1,25.0,0,0,8.05,2,392092
1,2,158,1,32.0,0,0,56.4958,2,1601
1,0,508,1,40.0,0,0,29.7,0,11774
0,2,11,1,20.0,0,0,7.925,2,3101287
0,1,564,1,16.0,0,0,10.5,2,3
1,0,734,0,30.0,0,0,31.0,0,113798
0,2,471,1,34.5,0,0,6.4375,0,2683
0,2,189,1,17.0,0,0,8.6625,2,315090
0,2,0,1,42.0,0,0,7.55,2,5547
0,2,720,1,25.0,8,2,69.55,2,2343
0,2,509,1,35.0,0,0,7.8958,0,349213
0,1,334,1,28.0,0,1,33.0,2,248727
1,0,291,0,35.0,1,0,89.1042,0,17453
0,2,22,1,4.0,4,2,31.275,2,347082
0,2,795,1,74.0,0,0,7.775,2,347060
0,2,97,0,9.0,1,1,15.2458,0,2678
1,0,485,0,16.0,0,1,39.4,2,17592
0,1,145,0,44.0,1,0,26.0,2,244252
1,2,8,0,18.0,0,1,9.35,2,392091
1,0,860,0,45.0,1,1,164.8667,2,36928
1,0,196,1,51.0,0,0,26.55,2,113055
1,2,56,0,24.0,0,3,19.2583,0,2666
0,2,672,1,25.0,0,0,7.2292,0,2629
0,2,325,1,41.0,2,0,14.1083,2,350026
0,1,283,1,21.0,1,0,11.5,2,28134
1,0,797,0,48.0,0,0,25.9292,2,17466
0,2,718,0,21.5,8,2,69.55,2,2343
0,1,285,1,24.0,0,0,13.0,2,233866
1,1,122,0,42.0,0,0,13.0,2,236852
1,1,230,0,27.0,1,0,13.8583,0,2149
0,0,696,1,31.0,0,0,50.4958,2,17590
0,2,890,1,25.0,0,0,9.5,2,345777
1,2,407,1,4.0,1,1,11.1333,2,347742
0,2,59,1,26.0,0,0,7.8958,2,349248
1,0,79,0,47.0,1,1,52.5542,2,11751
0,0,139,1,33.0,0,0,5.0,2,695
0,2,836,1,47.0,0,0,9.0,2,345765
1,1,4,0,28.0,1,0,24.0,0,3381
1,2,571,0,15.0,0,0,7.225,0,2667
0,2,311,1,20.0,0,0,9.8458,2,7534
0,2,657,1,19.0,0,0,7.8958,2,349212
0,2,451,1,25.0,0,0,7.8958,2,349217
1,0,668,0,56.0,0,1,83.1583,0,11767
1,1,739,0,25.0,0,1,26.0,2,230433
0,2,510,1,33.0,0,0,7.8958,2,349257
0,2,193,0,22.0,0,0,10.5167,2,7552
0,1,61,1,28.0,0,0,10.5,2,34068
0,2,793,1,25.0,0,0,7.05,2,392076
0,2,684,0,39.0,0,5,29.125,1,382652
0,1,548,1,27.0,0,0,13.0,2,211536
1,0,303,0,19.0,0,0,30.0,2,112053
0,2,413,0,21.5,1,2,23.45,2,6607
1,0,81,1,26.0,0,0,30.0,0,111369
0,2,220,1,32.0,0,0,7.75,1,370376
